id	FindSpot	Place	AdminDivision	Material	Mint	Mint2	Period	Denomination	Denomination2	FindCategory	CoinImage	CoinImage2	DateFrom	DateTo	DateWritten	MintMark	Countermark	Weight	DieAxis	Status	CoinType	Coin_Quantity	ObverseDescription	ReverseDescription	ObverseLegend	ReverseLegend																																																																																																																																																
4120	NULL	2574	HU_14_3297	billon	222	NULL	NULL	16	NULL	NULL	NULL	NULL	253	260				NULL	12	NULL	NULL	1			IMP C P LIC VALERIANVS AVG	RESTITVT GENER HVMANI																																																																																																																																																
4121	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				NULL	12	NULL	NULL	1			CORN SALONINA AVG	IVNONI CO[NS AVG]																																																																																																																																																
4122	4289	2597	HU_06_735	NULL	NULL	NULL	NULL	19	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1	1	NULL																																																																																																																																																		
4123	4289	2597	HU_06_735	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	364	367				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4124	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		D		NULL	6	NULL	NULL	1			GALLIENVS AVG	L[IBERO P CONS AVG]																																																																																																																																																
4125	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		E		NULL	8	NULL	NULL	1			GALLIENVS AVG	DIANAE CONS AVG																																																																																																																																																
4126	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				NULL	6	NULL	NULL	1			GALLIENVS AVG	DIANAE CONS AVG																																																																																																																																																
4127	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		G		NULL	12	NULL	NULL	1			GALLIENVS AVG	AETERNITAS AVG																																																																																																																																																
4128	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				NULL	12	NULL	NULL	1			GALLIENVS AVG	DIANAE CONS AVG																																																																																																																																																
4129	NULL	2574	HU_14_3297	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		B		NULL	12	NULL	NULL	1			GALLIENVS AVG	ABVNDANTIA AVG																																																																																																																																																
4130	4290	2301	HU_03_2387	NULL	NULL	NULL	3	60	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4131	4294	2463	HU_14_1134	NULL	NULL	NULL	NULL	19	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4132	4296	2520	HU_06_3336	NULL	NULL	NULL	3	60	NULL	NULL	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4133	4297	2615	HU_06_1425	NULL	50	NULL	NULL	19	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4134	4298	2597	HU_06_735	NULL	NULL	NULL	3	19	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	13																																																																																																																																																				
4135	NULL	2616	HU_14_854	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	NULL	NULL				NULL	NULL	imitation	NULL	1																																																																																																																																																				
4136	4253	2590	HU_05_211	NULL	50	NULL	NULL	19	NULL	3	NULL	NULL	134	138				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4137	4253	2590	HU_05_211	NULL	50	NULL	NULL	25	NULL	3	NULL	NULL	194	194				NULL	NULL	NULL	NULL	1																																																																																																																																																				
4138	4080	2461	HU_14_2681	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
